Date,Wind_Speed(m/s),Temperature(C),Humidity(%),Power_Output(kW)
2015-09-06,2.04,23.61,78.59,10.190625441222783
2015-09-07,3.35,22.26,84.79,45.33638767091673
2015-09-08,4.49,23.37,73.52,108.81590929195549
2015-09-09,4.54,23.37,76.31,112.45792350101597
2015-09-10,4.33,23.85,73.05,97.41728416051049
2015-09-11,5.16,23.45,76.15,165.0610693789593
2015-09-12,4.57,24.49,69.29,114.2974501202941
2015-09-13,4.84,24.39,70.53,135.80910667719345
2015-09-14,6.3,23.99,73.74,299.86506128142844
2015-09-15,6.87,24.23,72.44,388.5401154449453
2015-09-16,7.61,23.65,70.05,529.4246763056351
2015-09-17,5.99,23.91,71.97,257.8722707046732
2015-09-18,5.15,25.4,71.74,162.95205035206277
2015-09-19,4.08,25.74,70.37,80.93209887147161
2015-09-20,4.22,24.14,76.91,90.03970098269758
2015-09-21,2.88,24.34,69.97,28.620791214694194
2015-09-22,1.89,25.57,68.97,8.051670832440822
2015-09-23,2.1,23.75,77.66,11.111593194393542
2015-09-24,2.28,23.99,79.33,14.204842778102455
2015-09-25,2.11,25.37,75.0,11.20374944027676
2015-09-26,2.53,23.99,81.56,19.403709634875447
2015-09-27,2.1,24.33,76.44,11.088099266895409
2015-09-28,2.12,24.27,75.6,11.411682670464119
2015-09-29,3.31,23.27,81.83,43.57296090559691
2015-09-30,3.12,23.76,78.6,36.435118751602246
2015-10-01,2.54,23.61,77.35,19.67299706568673
2015-10-02,2.46,23.9,79.03,17.848601214643228
2015-10-03,3.44,23.6,80.07,48.857598979464726
2015-10-04,2.53,23.41,83.93,19.442777978230357
2015-10-05,2.23,23.27,83.61,13.321852571054093
2015-10-06,1.85,23.13,79.36,7.613772320292763
2015-10-07,2.35,23.37,82.13,15.586656405942552
2015-10-08,4.0,23.44,77.61,76.88179979143327
2015-10-09,2.85,23.04,82.19,27.838189374254373
2015-10-10,3.31,23.79,82.63,43.480610150889376
2015-10-11,1.63,22.71,85.67,5.212803202532138
2015-10-12,2.33,23.44,83.28,15.186023615107857
2015-10-13,2.87,23.02,73.41,28.45701025973728
2015-10-14,3.14,22.06,66.03,37.43284917438706
2015-10-15,2.79,22.33,67.83,26.22726245746332
2015-10-16,2.88,22.93,72.52,28.768154260714248
2015-10-17,2.98,23.1,74.2,31.84360770607212
2015-10-18,2.88,23.8,72.38,28.672513573263906
2015-10-19,3.07,23.42,68.78,34.794273305498784
2015-10-20,3.26,23.74,71.8,41.59769335379972
2015-10-21,3.12,23.26,70.84,36.53641878566725
2015-10-22,3.34,22.69,66.62,44.94064696380917
2015-10-23,3.42,22.2,57.85,48.38030476002181
2015-10-24,4.1,22.11,58.18,83.3822681028451
2015-10-25,4.52,21.49,68.02,111.87506467497107
2015-10-26,4.29,21.94,72.21,95.44821124423626
2015-10-27,3.47,22.63,66.69,50.40622725239602
2015-10-28,2.93,22.78,78.2,30.292173389818394
2015-10-29,2.85,23.73,68.67,27.80466862348174
2015-10-30,3.25,23.78,69.1,41.22204176639301
2015-10-31,3.27,24.46,73.7,41.85624871828498
2015-11-01,3.51,23.96,75.64,51.85414958832243
2015-11-02,2.86,22.09,87.03,28.22290228460937
2015-11-03,1.53,22.63,86.53,4.312016190059809
2015-11-04,2.65,22.62,85.57,22.408037313646066
2015-11-05,3.36,22.42,81.66,45.72960033633999
2015-11-06,3.58,22.21,79.59,55.36990542060509
2015-11-07,4.05,22.19,77.49,80.18905564266007
2015-11-08,4.77,22.04,85.08,130.98699840352057
2015-11-09,6.0,20.63,89.68,262.016563733138
2015-11-10,6.43,19.36,92.94,323.9956563171018
2015-11-11,4.32,21.13,90.02,97.60285774962112
2015-11-12,2.98,22.16,87.15,31.91743674001537
2015-11-13,3.92,20.26,82.29,73.22298433838638
2015-11-14,3.64,18.93,81.4,58.932002672098704
2015-11-15,4.36,19.35,88.0,101.05637298697606
2015-11-16,4.61,19.83,93.55,119.17569679896532
2015-11-17,4.62,20.43,89.37,119.71608200516314
2015-11-18,3.82,21.9,90.58,67.27665937272064
2015-11-19,4.12,21.86,89.98,84.42285783262051
2015-11-20,3.73,21.67,89.04,62.698765664976676
2015-11-21,4.16,21.06,87.11,87.20251764537929
2015-11-22,4.33,21.07,90.69,98.29915259491125
2015-11-23,3.31,21.62,88.79,43.82401875795539
2015-11-24,3.45,21.62,86.57,49.63398730704911
2015-11-25,3.26,19.26,78.81,42.29055038336863
2015-11-26,2.44,19.59,81.21,17.706040315326714
2015-11-27,2.38,20.99,83.76,16.339335645911817
2015-11-28,2.25,19.5,79.41,13.89045352776802
2015-11-29,3.73,20.42,87.93,63.012458172940455
2015-11-30,3.6,21.19,87.77,56.481873756490984
2015-12-01,4.4,21.27,86.26,103.10653319306108
2015-12-02,3.61,20.92,88.63,57.00938687405174
2015-12-03,3.89,21.16,85.89,71.28175568778168
2015-12-04,4.61,20.7,82.41,118.890894341852
2015-12-05,5.18,20.41,85.08,168.81757769114077
2015-12-06,5.43,20.79,87.31,194.13227052383183
2015-12-07,4.65,21.34,84.78,121.68296933444387
2015-12-08,4.16,19.44,79.86,87.80763507611732
2015-12-09,4.04,20.6,85.93,80.02368476750686
2015-12-10,3.4,22.01,86.25,47.43622572575912
2015-12-11,2.49,22.36,83.86,18.611521244052568
2015-12-12,2.24,22.54,78.01,13.548264863684112
2015-12-13,1.8,22.08,77.64,7.042801324723162
2015-12-14,2.08,21.94,76.67,10.874123439408878
2015-12-15,2.18,21.5,75.99,12.541160653172756
2015-12-16,2.43,20.85,74.92,17.414602490592067
2015-12-17,3.2,19.94,77.69,39.897930267661906
2015-12-18,2.63,21.23,80.3,22.034768776383718
2015-12-19,2.67,21.77,78.49,23.011500489482707
2015-12-20,3.21,20.9,77.54,40.125559647520355
2015-12-21,2.24,20.71,72.79,13.650744433100856
2015-12-22,3.16,20.04,71.94,38.42508711812499
2015-12-23,3.15,20.5,73.01,37.99120509560932
2015-12-24,3.07,20.36,71.98,35.19155693402606
2015-12-25,3.83,20.4,74.83,68.30338335866792
2015-12-26,4.05,19.68,73.82,80.99211347235482
2015-12-27,4.5,20.34,75.71,110.80230040332961
2015-12-28,4.23,19.33,70.89,92.42396400709316
2015-12-29,4.07,18.83,67.47,82.50692631313879
2015-12-30,4.16,19.11,63.57,88.03781016700164
2015-12-31,4.57,18.93,71.92,116.71685139815861
2016-01-01,4.58,18.64,73.06,117.60315817024922
2016-01-02,3.66,18.66,66.01,60.04540223263536
2016-01-03,3.6,18.55,66.4,57.16234710441468
2016-01-04,3.82,18.79,65.92,68.23661216964346
2016-01-05,3.25,18.47,66.78,42.06977190253133
2016-01-06,2.63,19.44,65.47,22.215135529054198
2016-01-07,3.09,19.53,67.13,36.0121201024133
2016-01-08,2.96,19.18,65.19,31.70237146235962
2016-01-09,3.2,19.34,64.18,40.03521702648569
2016-01-10,2.82,19.11,62.88,27.425933054555585
2016-01-11,3.21,19.1,63.45,40.45059772264315
2016-01-12,2.92,19.43,65.35,30.405421383390685
2016-01-13,2.47,19.15,68.22,18.418193846310146
2016-01-14,2.86,19.41,65.25,28.571754992711078
2016-01-15,2.95,20.11,69.49,31.260651282178078
2016-01-16,2.04,21.11,66.97,10.3009504363721
2016-01-17,2.93,20.78,70.35,30.548982598931268
2016-01-18,2.59,21.33,69.44,21.05824558254723
2016-01-19,2.76,22.57,71.07,25.35866923671653
2016-01-20,2.41,22.54,75.56,16.8771851010198
2016-01-21,2.38,22.83,75.45,16.236751985222988
2016-01-22,3.85,21.66,73.08,69.0567752765369
2016-01-23,4.22,22.49,73.83,90.64561713969236
2016-01-24,3.35,23.28,70.39,45.225596559881055
2016-01-25,2.88,23.72,68.87,28.692450472662827
2016-01-26,2.58,23.64,69.08,20.633466629241415
2016-01-27,2.95,23.23,64.6,30.907805505772817
2016-01-28,2.68,22.66,62.43,23.229603523097424
2016-01-29,3.51,22.09,61.31,52.3046646286359
2016-01-30,3.43,21.57,61.01,48.90605933755693
2016-01-31,4.0,21.36,55.89,77.66306922413007
2016-02-01,3.79,21.17,48.78,66.15307886745275
2016-02-02,3.62,21.61,51.07,57.53851214622184
2016-02-03,3.47,21.74,50.12,50.65857142407232
2016-02-04,4.11,21.87,54.49,84.09981697145365
2016-02-05,3.15,21.67,58.02,37.87695977959598
2016-02-06,3.39,22.63,60.89,47.02779396500039
2016-02-07,2.31,24.23,63.35,14.785992369660823
2016-02-08,3.0,24.94,59.49,32.31511210537396
2016-02-09,2.87,24.35,55.08,28.370917278062315
2016-02-10,2.43,24.12,54.64,17.23619722415175
2016-02-11,2.51,25.06,55.03,18.92768545899147
2016-02-12,3.45,25.33,50.29,49.129684273674364
2016-02-13,2.96,24.79,52.15,31.084032526481415
2016-02-14,4.65,24.24,52.25,120.75489945833526
2016-02-15,4.38,23.4,54.95,101.20388020848063
2016-02-16,4.67,24.4,54.41,122.2166871757615
2016-02-17,5.26,23.77,54.95,175.0380177975503
2016-02-18,5.68,24.24,55.44,220.00549902014785
2016-02-19,4.35,24.3,48.32,98.88064001170096
2016-02-20,2.95,26.09,52.73,30.619044477678088
2016-02-21,2.59,26.94,50.4,20.662293317717598
2016-02-22,3.36,26.83,47.4,45.14896824103653
2016-02-23,3.23,26.13,44.39,40.22802747176943
2016-02-24,2.85,26.02,46.93,27.637071354260545
2016-02-25,3.47,26.99,44.89,49.717221616686096
2016-02-26,4.98,26.42,54.53,147.0877422512287
2016-02-27,4.81,24.43,53.73,133.53661581137132
2016-02-28,4.7,25.71,55.52,123.96109298022533
2016-02-29,4.85,25.52,53.64,136.34116186903776
2016-03-01,4.41,25.35,54.72,102.55022176489989
2016-03-02,4.26,23.98,55.39,92.9056251614311
2016-03-03,4.83,25.53,49.89,134.71836163559948
2016-03-04,3.72,25.53,42.16,61.60641253558249
2016-03-05,3.83,25.79,44.76,67.14907111415253
2016-03-06,3.75,26.02,46.12,62.9644865987187
2016-03-07,3.7,26.32,46.35,60.41066500404827
2016-03-08,2.89,26.67,45.6,28.753017451203977
2016-03-09,3.14,25.98,45.07,36.97535110642707
2016-03-10,2.79,25.81,48.91,25.941769099510683
2016-03-11,2.84,27.53,41.14,27.216584723681912
2016-03-12,3.43,27.96,45.73,47.840455130520404
2016-03-13,2.39,28.49,44.14,16.156806690311587
2016-03-14,2.68,28.93,44.95,22.740917087231285
2016-03-15,3.11,26.82,58.65,35.75029776661008
2016-03-16,2.02,27.19,58.88,9.782039004317646
2016-03-17,2.57,26.98,60.24,20.157740126008985
2016-03-18,2.75,27.75,51.19,24.655651163123565
2016-03-19,2.29,27.71,47.4,14.246877199219579
2016-03-20,2.9,28.24,42.22,28.898571612765252
2016-03-21,2.74,29.03,37.9,24.31957050650445
2016-03-22,2.52,29.19,36.41,18.912599711206237
2016-03-23,2.65,29.97,39.63,21.919728586536348
2016-03-24,3.95,30.06,37.99,72.58712465144045
2016-03-25,3.43,28.36,34.58,47.846913932552155
2016-03-26,3.84,27.49,40.26,67.2958749035828
2016-03-27,3.19,27.06,38.5,38.65013141230562
2016-03-28,3.18,27.77,45.37,38.152357339336
2016-03-29,3.57,28.33,49.31,53.839103879639204
2016-03-30,3.67,28.69,45.49,58.44572704792642
2016-03-31,2.62,28.24,45.6,21.2997726499428
2016-04-01,3.56,29.12,38.8,53.31540864999775
2016-04-02,4.07,29.78,36.73,79.50254223744123
2016-04-03,3.53,29.85,34.73,51.87386123583763
2016-04-04,4.28,29.57,32.5,92.58610539326729
2016-04-05,3.09,28.94,32.56,34.91959720315961
2016-04-06,2.76,29.81,40.81,24.774130026371175
2016-04-07,3.38,30.98,43.32,45.28656615728091
2016-04-08,3.56,30.21,46.89,53.03429853162564
2016-04-09,3.51,28.72,51.01,51.082546843008984
2016-04-10,2.51,29.97,43.85,18.613456548944104
2016-04-11,2.96,31.3,38.34,30.40540598717821
2016-04-12,3.24,31.79,35.93,39.82137828123264
2016-04-13,2.97,31.98,39.39,30.63246637080059
2016-04-14,3.22,32.86,36.54,38.93194023925211
2016-04-15,4.11,32.67,40.31,80.95828501861293
2016-04-16,4.14,32.08,39.03,82.94344106556602
2016-04-17,4.16,32.38,37.08,84.08856359729494
2016-04-18,4.32,31.21,38.94,94.54213928884317
2016-04-19,3.51,31.37,43.79,50.638104886145825
2016-04-20,3.24,31.88,42.48,39.76206449105326
2016-04-21,2.4,32.65,34.7,16.13814075709646
2016-04-22,3.27,32.52,39.29,40.80385213667365
2016-04-23,2.91,32.42,31.69,28.80717438889305
2016-04-24,3.11,32.44,26.51,35.19518396055499
2016-04-25,2.12,32.44,36.88,11.12718151765909
2016-04-26,3.96,30.94,44.75,72.82234230914904
2016-04-27,2.85,28.89,43.03,27.36069583400095
2016-04-28,2.84,28.86,43.09,27.07644757113559
2016-04-29,4.02,30.43,34.64,76.45356927800624
2016-04-30,3.6,30.52,32.66,54.90687959025173
2016-05-01,3.2,31.42,37.61,38.40516824637535
2016-05-02,3.04,31.54,38.12,32.91027401978011
2016-05-03,2.85,32.38,33.95,27.054511893699424
2016-05-04,3.0,31.03,38.4,31.685754220622947
2016-05-05,2.11,30.36,43.56,11.041971514016664
2016-05-06,1.49,27.88,58.02,3.916040844979249
2016-05-07,2.14,26.42,70.01,11.648193289874454
2016-05-08,2.26,25.92,72.61,13.741710613871813
2016-05-09,2.68,27.52,60.65,22.81017866446404
2016-05-10,2.91,26.82,63.13,29.269770111743075
2016-05-11,1.93,26.29,60.48,8.559339795066695
2016-05-12,2.32,27.43,57.22,14.809564948248834
2016-05-13,1.72,28.91,58.24,6.000066926458211
2016-05-14,3.39,28.97,56.97,45.93602312892267
2016-05-15,3.27,28.23,54.25,41.3608585926368
2016-05-16,2.5,26.42,57.77,18.60057110514292
2016-05-17,2.95,26.12,59.72,30.58840314955651
2016-05-18,4.91,24.65,75.04,141.57095669880715
2016-05-19,5.39,24.19,84.32,187.41874010057393
2016-05-20,6.22,25.29,74.2,287.1207560661395
2016-05-21,5.51,25.42,70.94,199.57299608011544
2016-05-22,5.29,25.89,67.03,176.37526395061704
2016-05-23,5.33,27.92,63.41,179.09050144244776
2016-05-24,5.39,28.19,61.68,185.06065430333814
2016-05-25,5.06,27.9,62.31,153.26516808833497
2016-05-26,5.1,27.34,65.37,157.2000079507517
2016-05-27,3.37,27.73,61.71,45.31075192167436
2016-05-28,3.55,24.31,74.11,53.58383013765506
2016-05-29,4.44,26.07,70.28,104.16929988919462
2016-05-30,3.79,26.13,69.54,64.7811367051527
2016-05-31,2.79,26.94,65.46,25.77615765960598
2016-06-01,2.99,24.24,79.49,32.00470220118603
2016-06-02,3.3,24.21,80.9,43.02523907525805
2016-06-03,2.42,25.87,72.6,16.87510537144406
2016-06-04,4.51,25.6,73.63,109.32764990109949
2016-06-05,4.36,25.78,71.08,98.74022569808643
2016-06-06,4.1,25.17,78.04,82.23309357526561
2016-06-07,3.83,25.02,77.78,67.07484134873896
2016-06-08,4.35,24.42,79.15,98.48713945411107
2016-06-09,5.66,24.04,73.54,217.4099403083945
2016-06-10,6.86,24.14,75.54,386.84446556060186
2016-06-11,6.83,24.42,72.23,381.52222869466647
2016-06-12,6.34,23.46,72.34,306.2853313392315
2016-06-13,7.11,23.2,66.61,432.68028676119656
2016-06-14,6.03,23.95,70.88,263.0644599706017
2016-06-15,6.58,24.54,70.3,341.0604921809661
2016-06-16,4.84,23.93,75.88,135.96811865931505
2016-06-17,4.87,24.64,71.74,138.19762771719715
2016-06-18,5.35,23.68,77.01,183.7930035389425
2016-06-19,4.3,23.55,76.38,95.48208076850683
2016-06-20,3.22,23.04,82.19,40.148934109596865
2016-06-21,4.52,22.67,82.3,111.20991813169374
2016-06-22,5.68,21.65,82.55,221.55718671721968
2016-06-23,6.46,21.39,81.4,326.30557667099004
2016-06-24,6.67,22.5,76.99,357.79124683440904
2016-06-25,7.44,22.1,76.11,497.370033622758
2016-06-26,5.45,23.44,77.31,194.46758034489582
2016-06-27,6.53,22.98,79.3,335.0272322011799
2016-06-28,7.13,23.13,79.8,435.84587548797737
2016-06-29,7.43,22.95,81.82,493.44905495209616
2016-06-30,7.57,23.02,80.03,521.8277764974255
2016-07-01,7.91,22.99,79.64,595.439385352435
2016-07-02,8.47,24.33,73.14,727.8024802023546
2016-07-03,7.65,24.17,74.84,536.4537645362084
2016-07-04,6.27,23.9,76.86,295.6015074381424
2016-07-05,5.83,24.6,75.93,237.01436088706782
2016-07-06,5.85,23.7,80.58,240.17654771757495
2016-07-07,6.23,23.29,79.51,290.58398342402074
2016-07-08,6.78,23.7,76.69,374.0574651449802
2016-07-09,8.16,23.73,77.36,651.9841827779001
2016-07-10,8.92,24.29,74.39,850.0862357230703
2016-07-11,8.72,23.78,75.12,795.6818475769317
2016-07-12,7.5,23.66,75.83,506.45570009418697
2016-07-13,6.8,24.52,73.05,376.3358778641912
2016-07-14,5.04,24.83,72.11,153.06215935294483
2016-07-15,3.26,24.99,73.73,41.38820796142676
2016-07-16,2.59,23.82,77.86,20.839627901317897
2016-07-17,2.53,23.13,79.12,19.474098544291632
2016-07-18,3.31,23.1,80.21,43.609396524888666
2016-07-19,4.8,23.17,75.94,133.01463097380136
2016-07-20,4.74,23.07,78.87,128.09835961798433
2016-07-21,6.14,22.37,80.18,279.1479841933843
2016-07-22,5.58,22.99,77.29,209.08286910606688
2016-07-23,4.71,23.34,77.6,125.566917948884
2016-07-24,4.15,22.85,78.67,86.04640232997305
2016-07-25,2.47,23.79,77.84,18.077282380574054
2016-07-26,1.98,23.22,78.02,9.332341784097977
2016-07-27,2.32,23.14,83.93,15.007910883545076
2016-07-28,3.18,22.5,86.95,38.733811642642785
2016-07-29,4.64,22.97,82.12,120.16616614509395
2016-07-30,4.93,21.48,84.78,144.93557126755195
2016-07-31,6.26,22.24,76.89,296.08435449263266
2016-08-01,7.26,22.56,77.41,461.25668377802253
2016-08-02,7.75,22.2,80.84,561.6839560838654
2016-08-03,7.9,23.13,76.89,593.0348168781725
2016-08-04,7.38,22.83,79.48,483.8986538053057
2016-08-05,7.48,23.3,77.34,503.0334033094962
2016-08-06,6.7,23.07,78.57,361.78184907208487
2016-08-07,5.96,22.78,80.97,254.8830490038489
2016-08-08,5.61,23.43,77.72,212.10154006061993
2016-08-09,5.4,23.96,75.96,188.8112582576936
2016-08-10,5.52,23.31,77.85,202.14759924079817
2016-08-11,4.71,23.83,76.37,125.34539860182994
2016-08-12,5.08,24.11,77.24,157.08049779340266
2016-08-13,5.27,24.14,77.21,175.35323700158878
2016-08-14,5.6,23.45,78.65,210.9316541084802
2016-08-15,6.79,23.78,74.92,375.67209498818954
2016-08-16,7.33,23.92,74.44,472.3888150662302
2016-08-17,6.59,24.22,73.84,342.9016027791786
2016-08-18,5.4,24.43,73.59,188.51861483782213
2016-08-19,5.07,24.57,73.1,155.9503246597825
2016-08-20,4.07,24.79,71.53,80.62249197714928
2016-08-21,3.67,25.22,70.37,59.02155411218734
2016-08-22,4.13,25.36,70.81,84.0629666401941
2016-08-23,4.48,24.65,73.11,107.56266638229324
2016-08-24,4.41,24.39,74.77,102.68264444444081
2016-08-25,4.23,23.75,80.05,90.78723128869352
2016-08-26,4.56,23.69,77.89,113.78976613338315
2016-08-27,4.17,23.94,77.53,86.93850992204571
2016-08-28,4.6,23.85,74.99,116.77560837511906
2016-08-29,4.19,23.66,77.55,88.29123866527438
2016-08-30,3.57,23.16,82.7,54.68697847048712
2016-08-31,4.85,22.37,83.24,137.5369784482035
2016-09-01,4.87,22.63,75.42,139.2167209807169
2016-09-02,4.71,22.47,75.73,126.01469555623441
2016-09-03,4.29,22.43,75.96,95.23292030781327
2016-09-04,4.43,23.08,74.51,104.61737746792282
2016-09-05,4.83,23.17,73.18,135.56419028980284
2016-09-06,5.08,23.41,71.46,157.60660908569278
2016-09-07,4.83,23.55,69.28,135.4236556119826
2016-09-08,4.14,23.87,67.75,85.19145018911662
2016-09-09,3.45,24.08,69.59,49.25084306901086
2016-09-10,4.11,24.17,71.57,83.22129106661868
2016-09-11,3.97,22.55,75.34,75.4420508706285
2016-09-12,3.99,23.08,72.72,76.45287442418471
2016-09-13,4.77,23.37,71.83,130.49316463025002
2016-09-14,4.91,24.37,72.97,141.75850442912278
2016-09-15,5.04,22.9,77.21,154.12120352826187
2016-09-16,5.14,23.87,74.04,162.92222346984042
2016-09-17,5.0,23.24,73.66,150.33991581013296
2016-09-18,5.13,23.6,71.67,162.1841852714701
2016-09-19,4.69,23.92,70.7,123.79056916076571
2016-09-20,5.26,23.88,69.81,174.6771206802737
2016-09-21,5.52,22.88,76.21,202.5196444094743
2016-09-22,6.4,23.49,70.36,315.09518063196236
2016-09-23,5.97,23.78,74.67,255.34927552094672
2016-09-24,6.82,24.07,72.62,380.3451879866878
2016-09-25,5.4,24.47,71.16,188.54232081090126
2016-09-26,4.33,24.95,71.79,97.018597633997
2016-09-27,3.3,23.03,85.95,43.200846578898506
2016-09-28,2.92,23.6,83.37,29.87089634168287
2016-09-29,3.12,24.3,77.67,36.36240302370548
2016-09-30,4.35,24.87,69.38,98.42763121097516
2016-10-01,3.69,24.62,67.41,60.151336706060704
2016-10-02,2.6,23.62,70.66,21.115003255485753
2016-10-03,1.33,24.9,72.25,2.811942626827866
2016-10-04,2.49,24.14,74.11,18.502583391092042
2016-10-05,3.53,24.82,65.63,52.63186526469195
2016-10-06,3.11,23.81,64.25,36.13633942584999
2016-10-07,3.32,23.44,64.27,44.023641355158425
2016-10-08,3.91,24.86,66.12,71.50945321122
2016-10-09,4.16,23.77,71.02,86.43383924357536
2016-10-10,4.07,23.93,73.96,80.8681319909222
2016-10-11,2.63,24.31,75.28,21.78501369303771
2016-10-12,2.95,23.11,83.05,30.861286509945874
2016-10-13,2.11,23.31,80.76,11.286587545062323
2016-10-14,2.76,23.79,68.04,25.248815432436942
2016-10-15,3.04,23.05,57.5,33.87235197232396
2016-10-16,2.43,23.08,57.51,17.297931726984533
2016-10-17,2.09,23.43,59.16,10.989230091622055
2016-10-18,2.52,23.62,55.05,19.258177874148707
2016-10-19,1.86,24.05,55.48,7.730970324838292
2016-10-20,2.42,23.58,55.93,17.05622012333126
2016-10-21,2.45,23.28,53.02,17.723819151347886
2016-10-22,2.52,23.7,51.12,19.260746779204275
2016-10-23,2.8,22.75,48.77,26.52038170444425
2016-10-24,2.7,23.09,55.98,23.731260418637312
2016-10-25,2.11,23.89,52.65,11.296372830398091
2016-10-26,2.58,23.57,52.68,20.67597582716914
2016-10-27,2.92,23.34,50.13,30.008599307686953
2016-10-28,2.54,24.37,48.11,19.68080375711761
2016-10-29,2.38,25.28,49.63,16.133657552517956
2016-10-30,3.24,25.35,61.04,40.63707012111041
2016-10-31,3.58,24.95,64.99,54.87709496486318
2016-11-01,3.63,24.71,64.76,57.26260442214345
2016-11-02,3.34,24.0,69.64,44.70196311017727
2016-11-03,3.25,23.78,69.11,41.22199614869938
2016-11-04,2.45,24.82,57.49,17.61323515608492
2016-11-05,2.95,23.88,46.93,30.892270990104418
2016-11-06,2.11,23.97,47.13,11.299977868685787
2016-11-07,2.76,23.42,48.97,25.33671681863065
2016-11-08,2.8,22.72,51.41,26.516065858500486
2016-11-09,2.83,21.81,48.76,27.47701018862294
2016-11-10,2.45,22.05,44.17,17.82061196238202
2016-11-11,2.37,22.72,52.46,16.078029053669173
2016-11-12,2.81,23.84,53.88,26.682845162339515
2016-11-13,3.23,24.89,61.37,40.330622884447614
2016-11-14,3.91,26.19,59.46,71.20659003910642
2016-11-15,4.1,25.58,53.07,82.35431787394982
2016-11-16,4.24,24.43,59.7,91.40389281017652
2016-11-17,4.93,24.39,63.23,143.64731644704418
2016-11-18,3.92,22.66,58.31,72.72444194310006
2016-11-19,3.63,23.17,54.17,57.66380733041432
2016-11-20,3.37,23.1,50.36,46.17019535582348
2016-11-21,3.83,23.33,49.82,67.7211027480873
2016-11-22,2.65,23.57,39.84,22.436353766563638
2016-11-23,3.33,22.69,44.21,44.64152598726169
2016-11-24,3.29,21.92,45.56,43.16770148525989
2016-11-25,3.74,21.76,46.21,63.44728164143597
2016-11-26,2.6,22.54,41.4,21.26618091470172
2016-11-27,2.81,22.89,35.79,26.828088886132814
2016-11-28,2.83,23.4,25.0,27.38648383937456
2016-11-29,2.98,22.98,37.9,31.98029128924052
2016-11-30,3.07,21.84,51.89,35.062586754002666
2016-12-01,4.47,21.01,59.69,108.48478066533555
2016-12-02,4.97,22.2,73.62,148.24205793189478
2016-12-03,5.32,22.42,79.32,181.55913361849233
2016-12-04,3.98,23.17,70.86,75.86828750706908
2016-12-05,3.17,23.56,69.26,38.283819238898246
2016-12-06,4.05,22.03,64.67,80.34097269958176
2016-12-07,3.64,21.64,62.9,58.42392004919321
2016-12-08,2.61,23.26,63.23,21.40612198589962
2016-12-09,2.89,22.29,45.33,29.220395182056713
2016-12-10,3.68,20.58,25.82,60.8166579323044
2016-12-11,3.2,20.33,26.47,40.02111721504488
2016-12-12,6.0,20.29,54.39,263.1931972305242
2016-12-13,5.23,20.11,84.44,173.96555928398564
2016-12-14,4.9,22.02,78.03,142.1019006177566
2016-12-15,3.99,21.46,68.3,76.9616637539638
2016-12-16,3.96,21.27,76.92,75.23139346783117
2016-12-17,3.12,21.65,69.9,36.765350229727034
2016-12-18,3.03,21.06,66.85,33.75994621850384
2016-12-19,3.44,20.39,55.63,49.57775616249957
2016-12-20,3.64,20.66,55.6,58.67879071506705
2016-12-21,2.41,21.3,60.97,16.981386566630313
2016-12-22,2.89,20.73,50.43,29.3740149192234
2016-12-23,2.63,20.76,35.29,22.16624437093364
2016-12-24,2.65,19.68,45.64,22.743986604778453
2016-12-25,2.29,19.5,57.63,14.671664075964078
2016-12-26,3.05,20.31,48.31,34.58788042503813
2016-12-27,4.11,20.28,53.31,84.60660744895463
2016-12-28,3.75,20.48,56.54,64.19843611356507
2016-12-29,3.43,19.8,58.77,49.24106934910093
2016-12-30,3.55,19.48,62.52,54.639930844140714
2016-12-31,3.53,19.58,61.19,53.70760139388103
2017-01-01,3.25,19.48,62.29,41.92602034126429
2017-01-02,2.86,19.71,58.41,28.55633190510989
2017-01-03,3.64,19.79,50.68,58.893751852740635
2017-01-04,2.85,20.35,54.76,28.199699690838713
2017-01-05,2.92,20.17,56.68,30.344125926355748
2017-01-06,2.4,20.08,55.43,16.85594030987806
2017-01-07,2.24,20.49,57.13,13.681553025981122
2017-01-08,2.75,20.52,59.06,25.30842077931444
2017-01-09,2.42,20.77,55.52,17.236486219376967
2017-01-10,2.04,20.57,51.24,10.336763580983208
2017-01-11,2.03,21.07,54.04,10.164044997370864
2017-01-12,2.4,21.59,59.81,16.754513773159307
2017-01-13,3.28,22.23,60.93,42.66075639462765
2017-01-14,4.09,21.57,60.9,82.91915141691734
2017-01-15,3.99,21.1,57.57,77.14451156253699
2017-01-16,3.32,21.09,54.87,44.455624059721664
2017-01-17,3.68,20.29,50.01,60.74827971865605
2017-01-18,4.73,20.08,53.03,129.06082434343546
2017-01-19,4.94,20.02,61.01,146.95495600961948
2017-01-20,4.48,20.81,58.7,109.30621943452824
2017-01-21,5.53,22.36,67.31,204.21569415605143
2017-01-22,4.82,22.79,53.89,135.1921590948607
2017-01-23,5.05,21.62,42.4,156.3346826235039
2017-01-24,4.97,22.15,52.29,148.587481248596
2017-01-25,4.79,22.04,55.26,133.0357714911962
2017-01-26,4.28,22.17,65.42,94.76343415346172
2017-01-27,3.71,22.55,75.02,61.57125020363627
2017-01-28,4.48,23.54,70.45,108.055873707902
2017-01-29,3.95,23.74,57.05,74.11643886712807
2017-01-30,3.43,22.82,54.83,48.708162361846455
2017-01-31,3.38,23.02,50.15,46.59724298593576
2017-02-01,3.32,21.84,45.74,44.37159962470123
2017-02-02,3.97,21.25,49.96,76.0024547480555
2017-02-03,3.39,21.46,51.55,47.277305432597025
